ticker,liquidity,beta,sharpe,pe_ratio,momentum
GOGL35.SA,13535.22950819672,-0.12192898143678514,0.035197593070069005,21.35,0.10975610133893299
MACY34.SA,211.4262295081967,-0.15378959564303268,-0.0006919794575450081,6.8,0.02669633831404905
MDTC34.SA,30.322314049586776,0.044685694630092074,0.019997184132556318,27.703545,0.06563213720923422
RIGG34.SA,4296.475409836065,0.5210159362796416,-0.05293316867596168,,-0.2111680066354965
ROST34.SA,146.16528925619835,-0.2864770300738784,-0.08047415332232327,19.765625,-0.13409608524204952
SCHW34.SA,2511.3934426229507,0.13464646014731665,0.0987363568652481,27.051888,0.27647319013443106
SSFO34.SA,15078.754098360656,-0.27011024137065165,0.04059018429637118,45.7439,0.1488153299960382
TMOS34.SA,7909.081967213115,-0.4040084071600212,-0.04621380846815566,31.779488,-0.08701298746010655
TRVC34.SA,19.508196721311474,0.3408156027170007,0.07679192457900134,12.115486,0.25986759872213017
AALR3.SA,22196.72131147541,0.43514711119462923,-0.0298887956248302,,-0.10084639072320267
BNFS11.SA,1480.27868852459,-0.016990122529790853,-0.25861574014565314,,-0.43623043301123543
CBOP11.SA,414.4672131147541,-0.2375719104457485,-0.024387846994175594,,-0.07414508667499053
CEBR3.SA,3664.754098360656,0.17544512008577634,-0.023413401882126057,7.702128,-0.016635150434133883
FIIB11.SA,472.7950819672131,0.049192285805165485,0.032381459058454576,,0.06341152669468386
FIVN11.SA,980.9754098360655,0.31761261983980593,-0.07334674500626592,,-0.42647494898249216
FMOF11.SA,38.12396694214876,0.4688085179865279,0.01401989554316074,,0.09241772396282322
FNOR11.SA,53409723.27868853,-0.2953357536276148,0.05674206611751792,,0.3223489668802937
PABY11.SA,23.66115702479339,-0.3169210734775935,-0.05351942382802624,,-0.2033043041364595
PATI4.SA,57.377049180327866,-0.0005938942430731048,0.06532273919320059,10.670732,0.22435668898186734
PLRI11.SA,292.88524590163934,-1.2096944628649824,0.05671534731076169,,0.47983159944832665
