ticker,peso
PDGR3.SA,0.23321767459607937
B3SA3.SA,0.13310135542940374
COGN3.SA,0.21974979968449343
ABEV3.SA,0.05589143025472681
PETR4.SA,0.015878243601943277
BBDC4.SA,0.009605827740175054
FRAS3.SA,0.256783473082503
MRFG3.SA,0.04427341940167735
ABCP11.SA,0.00531025860874609
ARNC34.SA,0.026188517600251936
