ticker,liquidity,beta,sharpe,pe_ratio,momentum
PETR4.SA,31666961.475409836,0.6169987373136768,0.03675842227271153,11.15244,0.08333823154677344
MGLU3.SA,27136928.68852459,3.025666459129361,0.017272043724551087,16.573769,0.11873713745207393
BBDC4.SA,40197270.49180328,1.3322768211571014,-0.04783793297246814,9.646154,-0.07021416315184514
VALE3.SA,26286681.147540983,0.8672953947246231,0.014323460705484887,7.02457,0.05829906643256888
WEGE3.SA,6686609.836065574,0.5575453243862996,-0.05838130674888267,33.131943,-0.10027872597544618
BPAC11.SA,9202281.147540983,1.286979454550196,0.04249329795645004,58.24104,0.12422114076339874
KNRI11.SA,49560.87704918033,0.1227083626146369,-0.02438072622876004,8.977404,0.0018653431926084485
AAPL34.SA,229601.77049180327,-0.1647323919160178,-0.01509986837867595,34.44944,-0.0016775753335251942
COCA34.SA,38914.237704918036,-0.16543895541797565,-0.0066140943841418555,28.168104,0.017396642017795227
EQTL3.SA,8698035.081967212,1.196665098392612,0.00128299498046169,17.49468,0.03138130843923426
RENT3.SA,10553049.180327868,1.8822456522542115,-0.059308205729860876,19.775146,-0.17421960299108386
B3SA3.SA,52865990.163934425,1.5635564000858915,0.045658609656613024,15.072289,0.1570962994988816
